Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"A Kundu, YS Pai, K Minamizawa","Investigating the Relation Between Gender Expression of Mixed Reality Avatars and Sexuality of Male Users",2022,"… and Augmented Reality …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9974400/","https://scholar.google.com/scholar?cites=12466574233666932794&as_sdt=2005&sciodt=0,5&hl=en",88,"2023-12-13 11:24:03","","","","",,,,,1,1.00,0,3,1,"… Mixed reality environments are the next step in remote … perform a collaborative task in mixed reality. We analyzed the perception of … And for mixed reality, gay men also tend to have both …","https://ieeexplore.ieee.org/iel7/9973799/9974160/09974400.pdf","https://scholar.google.com/scholar?q=related:OlDB-zYrAq0J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"M Hedemyr","Mixed Reality in Public Space: Expanding Composition Practices in Choreography and Interaction Design",2023,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1741147","https://scholar.google.com/scholar?cites=16324413675599714554&as_sdt=2005&sciodt=0,5&hl=en",92,"2023-12-13 11:24:03","","","","",,,,,1,1.00,1,1,1,"Although artistic augmented reality (AR) and mixed reality (MR) experiences have been discussed in multiple scholarly fields, when it comes to interaction design, comprehensive …","","https://scholar.google.com/scholar?q=related:-limXL_3i-IJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"E Bollen, L Awad, B Langridge…","P07 The intraoperative use of augmented and mixed reality technology to improve surgical outcomes: a systematic review",2022,"British Journal of …","academic.oup.com","https://academic.oup.com/bjs/article-abstract/109/Supplement_4/znac231.007/6648592","https://scholar.google.com/scholar?cites=5041716931371056212&as_sdt=2005&sciodt=0,5&hl=en",93,"2023-12-13 11:24:03","","","","",,,,,1,1.00,0,4,1,"… Augmented reality and mixed reality technology give the user an altered perception of their surroundings. … use of augmented and mixed reality technology to improve surgical outcomes. …","","https://scholar.google.com/scholar?q=related:VLxxQNbG90UJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"R Schubert, G Bruder, A Tanaka, F Guido-Sanz…","Mixed Reality Technology Capabilities for Combat-Casualty Handoff Training",2021,"… Conference on Human …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-77599-5_47","https://scholar.google.com/scholar?cites=5528642629001630776&as_sdt=2005&sciodt=0,5&hl=en",95,"2023-12-13 11:24:03","","10.1007/978-3-030-77599-5_47","","",,,,,1,0.50,0,5,2,"… Here we discuss a variety of mixed reality capabilities and training contexts that can manipulate many of these handoff complexities in a controlled manner. We finally discuss some …","https://par.nsf.gov/servlets/purl/10343514","https://scholar.google.com/scholar?q=related:OFS51y2vuUwJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"E Gonzalez-Sosa, G Robledo…","Real Time Egocentric Object Segmentation for Mixed Reality: THU-READ Labeling and Benchmarking Results",2022,"… Reality and 3D User …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9757563/","https://scholar.google.com/scholar?cites=2654884332196276883&as_sdt=2005&sciodt=0,5&hl=en",96,"2023-12-13 11:24:03","","","","",,,,,1,1.00,0,3,1,"Egocentric segmentation has attracted recent interest in the computer vision community due to their potential in Mixed Reality (MR) applications. While most previous works have been …","","https://scholar.google.com/scholar?q=related:kypP5DsL2CQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"S Teruggi, F Fassi","Machines Learning for Mixed Reality: The Milan Cathedral from Survey to Holograms",2021,"… ICPR International Workshops and Challenges: Virtual …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-68796-0_44","https://scholar.google.com/scholar?cites=17708528769392927081&as_sdt=2005&sciodt=0,5&hl=en",97,"2023-12-13 11:24:03","","10.1007/978-3-030-68796-0_44","","",,,,,1,0.50,1,2,2,"… The 3D point model, so structured, for the first time, is used directly in a Mixed Reality (MR) environment to develop an application that could benefit professional works, allowing to use …","","https://scholar.google.com/scholar?q=related:aWFzihdVwfUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"SY Teng, P Li, R Nith, J Fonseca, P Lopes","Demonstrating Touch&Fold: A Foldable Haptic Actuator for Rendering Touch in Mixed Reality",2021,"Extended Abstracts of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3411763.3451540","https://scholar.google.com/scholar?cites=3726440892640709361&as_sdt=2005&sciodt=0,5&hl=en",100,"2023-12-13 11:24:03","","10.1145/3411763.3451540","","",,,,,1,0.50,0,5,2,"… We propose a nail-mounted foldable haptic device that provides tactile feedback to mixed reality (MR) environments by pressing against the user’s fngerpad when a user touches a …","https://dl.acm.org/doi/pdf/10.1145/3411763.3451540","https://scholar.google.com/scholar?q=related:8cpWkj_6tjMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"S Addy","History re-experienced: Implementing mixed reality systems into historic house museums",2021,"International Journal of Machine Learning and …","ijmlc.org","http://www.ijmlc.org/vol11/1053-CA0006.pdf","https://scholar.google.com/scholar?cites=13054325792539153569&as_sdt=2005&sciodt=0,5&hl=en",103,"2023-12-13 11:24:03","PDF","","","",,,,,1,0.50,1,1,2,"… mixed reality displays [12]. The authors identified six classes of mixed reality display environments used as metrics for distinguishing the various subsets of mixed reality experiences. …","http://www.ijmlc.org/vol11/1053-CA0006.pdf","https://scholar.google.com/scholar?q=related:oRSEviRIKrUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"A Maharjan, A Alsadoon, PWC Prasad…","A novel solution of using mixed reality in bowel and oral and maxillofacial surgical telepresence: 3D mean value cloning algorithm",2021,"… Journal of Medical …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/rcs.2224","https://scholar.google.com/scholar?cites=2664169762869264056&as_sdt=2005&sciodt=0,5&hl=en",105,"2023-12-13 11:24:03","","10.1002/rcs.2224","","",,,,,1,0.50,0,4,2,"… The main purpose of this literature review is to gain in-depth knowledge about the surgical telepresence, mixed reality, augmented reality and virtual reality. It provides the information …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/rcs.2224","https://scholar.google.com/scholar?q=related:uL4osUgI-SQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"S Sakaguchi, M Makino","A mixed reality-based fire evacuation drill system",2021,"International Workshop on …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11766/1176620/A-mixed-reality-based-fire-evacuation-drill-system/10.1117/12.2591015.short","https://scholar.google.com/scholar?cites=16164717524886876331&as_sdt=2005&sciodt=0,5&hl=en",107,"2023-12-13 11:24:03","","10.1117/12.2591015.short","","",,,,,1,0.50,1,2,2,"… limited, it is difficult to conduct drills with such realities in schools and workplaces. In this paper, we propose a system that uses mixed reality (MR) technology to simulate fire and smoke …","","https://scholar.google.com/scholar?q=related:q_BpzfGcVOAJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"G Coulson, S Jowsey, M Williams, G Olivares","O-Tū-Kapua (What Clouds See): A Mixed Reality Exploration of Atmospheric Science",2021,"Leonardo","direct.mit.edu","https://direct.mit.edu/leon/article-abstract/54/2/215/97215","https://scholar.google.com/scholar?cites=375090846025486183&as_sdt=2005&sciodt=0,5&hl=en",109,"2023-12-13 11:24:03","","","","",,,,,1,0.50,0,4,2,"The authors’ project O-Tū-Kapua (what clouds see) explored concepts related to air quality by creating a mixed reality, art/science, educationally focused exhibition for children, mixing …","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=0024094X&AN=152125497&h=D48y7eONvYQIgKXRpvHoXk1vZi%2FMzPmhIFYSwlFbUd%2BEZowqjVd%2FaXdvfl8zLXq%2F7madceQWKqc5JNR1TTgBRw%3D%3D&crl=f","https://scholar.google.com/scholar?q=related:Z4_ZGyOXNAUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"JA Sánchez-Margallo…","Mixed Reality Application for Surgical Planning in Video-Assisted Pulmonary Lobectomy",2021,"British Journal of …","academic.oup.com","https://academic.oup.com/bjs/article-abstract/108/Supplement_3/znab160.058/6276341","https://scholar.google.com/scholar?cites=17648441520000712623&as_sdt=2005&sciodt=0,5&hl=en",116,"2023-12-13 11:24:03","","","","",,,,,1,0.50,1,2,2,"… A new application for surgical planning in video-assisted thoracoscopic surgery was developed, making use of the HoloLens (v1) mixed reality device. The information was displayed in …","","https://scholar.google.com/scholar?q=related:r7_llg7c6_QJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"N XIN, X DING, K HUANG, R WEI…","Application of mixed reality technique in medicine",2021,"Chinese Journal of …","pesquisa.bvsalud.org","https://pesquisa.bvsalud.org/portal/resource/pt/wpr-881227","https://scholar.google.com/scholar?cites=10954335808796803676&as_sdt=2005&sciodt=0,5&hl=en",120,"2023-12-13 11:24:03","","","","",,,,,1,0.50,0,5,2,"… of the combination of mixed reality and medicine is boundless. It is believed that mixed reality will bring … In this paper, the application of mixed reality in medicine was summarized. …","","https://scholar.google.com/scholar?q=related:XMKsKWGeBZgJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"I Derda, T Feustel, Z Popoli","(In-) Between Spaces: Challenges in Defining the Experience of Space in Mixed Reality Art Exhibitions",2021,"The International Journal of Creative …","University of Bath","","https://scholar.google.com/scholar?cites=10101244884839762923&as_sdt=2005&sciodt=0,5&hl=en",128,"2023-12-13 11:24:03","CITATION","","","",,,,,1,0.50,0,3,2,"","","https://scholar.google.com/scholar?q=related:6wsbPrTULowJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"A Malaweera, R Jogi, M Wright, M O'Neill…","A mixed-reality holographic viewing platform enabling interaction with 3D electroanatomical maps using the HoloLens",2021,"European Heart …","academic.oup.com","https://academic.oup.com/eurheartj/article-abstract/42/Supplement_1/ehab724.0371/6393756","https://scholar.google.com/scholar?cites=13601150894643997099&as_sdt=2005&sciodt=0,5&hl=en",134,"2023-12-13 11:24:03","","","","",,,,,1,0.50,0,5,2,"mixed-reality holographic viewing platform enabling interaction with 3D electroanatomical … To overcome these, we created a novel technology to display EAMs on a mixed reality (MR) …","","https://scholar.google.com/scholar?q=related:q-m9O63-wLwJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"P Vijayakumar, A Lawrence","Virtual Reality–How Real Is the Indian Education Field?",2021,"","researchgate.net","https://www.researchgate.net/profile/Arul-Lawrence/publication/357050856_EasyChair_Preprint_Virtual_Reality_-How_Real_Is_the_Indian_Education_Field_VIRTUAL_REALITY_-HOW_REAL_IS_THE_INDIAN_EDUCATION_FIELD/links/61b9dc661d88475981efe963/EasyChair-Preprint-Virtual-Reality-How-Real-Is-the-Indian-Education-Field-VIRTUAL-REALITY-HOW-REAL-IS-THE-INDIAN-EDUCATION-FIELD.pdf","https://scholar.google.com/scholar?cites=14427732231895266417&as_sdt=2005&sciodt=0,5&hl=en",140,"2023-12-13 11:24:03","PDF","","","",,,,,1,0.50,1,2,2,"… Mixed reality is a term that refers to the employment of many technologies at the same time. … device called Holoboard, Reliance Jio hopes to make mixed reality commonplace in India. …","https://www.researchgate.net/profile/Arul-Lawrence/publication/357050856_EasyChair_Preprint_Virtual_Reality_-How_Real_Is_the_Indian_Education_Field_VIRTUAL_REALITY_-HOW_REAL_IS_THE_INDIAN_EDUCATION_FIELD/links/61b9dc661d88475981efe963/EasyChair-Preprint-Virtual-Reality-How-Real-Is-the-Indian-Education-Field-VIRTUAL-REALITY-HOW-REAL-IS-THE-INDIAN-EDUCATION-FIELD.pdf","https://scholar.google.com/scholar?q=related:cTSSBAaaOcgJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"L Orchard, MPT Van, JR Abbas, R Malik…","Mixed-Reality technology for clinical communication. Objective assessment of the Hololens 2 as a clinical communication device in a simulated on-call scenario",,"The Journal of …","cambridge.org","https://www.cambridge.org/core/journals/journal-of-laryngology-and-otology/article/mixedreality-technology-for-clinical-communication-objective-assessment-of-the-hololens-2-as-a-clinical-communication-device-in-a-simulated-oncall-scenario/430571E5925053F0C943392A16F9B1A5","https://scholar.google.com/scholar?cites=15848914054362633266&as_sdt=2005&sciodt=0,5&hl=en",141,"2023-12-13 11:24:03","","","","",,,,,1,0.00,0,5,,"… We describe the first study assessing clinical communication using the mixed-reality HoloLens 2 device, within a simulated on-call scenario. … This study demonstrates the …","","https://scholar.google.com/scholar?q=related:MhT7fVyn8tsJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"S Baltierra","Virtual Reality and Augmented Reality Applied to E-Commerce: A Literature Review",2023,"… : 8th Iberoamerican Workshop, HCI-COLLAB 2022 …","books.google.com","https://books.google.com/books?hl=en&lr=&id=NMGoEAAAQBAJ&oi=fnd&pg=PA201&dq=mixed+reality&ots=0FoeKTL9CW&sig=e4ApZ-DWB9xySrW4jta1No5vXmQ","https://scholar.google.com/scholar?cites=17294031679626828444&as_sdt=2005&sciodt=0,5&hl=en",156,"2023-12-13 11:24:03","","","","",,,,,1,1.00,1,1,1,"… In this sense, Mixed Reality (MR) is used in this … reality and augmented reality [15] in a combined way, not as a synonym of augmented reality or a more immersive augmented reality as …","","https://scholar.google.com/scholar?q=related:nFqCVi--APAJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"J Morales, F Silva-Aravena, Y Valdés…","Virtual Reality and Augmented Reality Applied to E-Commerce: A Literature Review",2022,"… Workshop on Human …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-24709-5_15","https://scholar.google.com/scholar?cites=14915396885901816428&as_sdt=2005&sciodt=0,5&hl=en",158,"2023-12-13 11:24:03","","10.1007/978-3-031-24709-5_15","","",,,,,1,1.00,0,4,1,"… In this sense, Mixed Reality (MR) is used in this … reality and augmented reality [15] in a combined way, not as a synonym of augmented reality or a more immersive augmented reality as …","","https://scholar.google.com/scholar?q=related:bDIlTHEi_s4J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"LR Ramos Aguiar, FJ Álvarez Rodríguez…","Elicitation of requirements for extended reality generation considering universal design for learning and user-centered design for people with disabilities",2022,"… Conference on Human …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-05039-8_19","https://scholar.google.com/scholar?cites=10879693633180274967&as_sdt=2005&sciodt=0,5&hl=en",166,"2023-12-13 11:24:03","","10.1007/978-3-031-05039-8_19","","",,,,,1,1.00,0,3,1,"… Reality (ER) has come to revolutionize how people interact with digital media, this term refers to technologies such as Augmented Reality, Virtual Reality and Mixed Reality… mixed reality …","","https://scholar.google.com/scholar?q=related:FxHKXrdv_JYJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"S Tubby","REVIEW OF INDIGENOUS STORYTELLING THROUGH REALITY TECHNOLOGIES",2022,"INTED2022 Proceedings","library.iated.org","https://library.iated.org/view/TUBBY2022REV","https://scholar.google.com/scholar?cites=17710902773171985128&as_sdt=2005&sciodt=0,5&hl=en",180,"2023-12-13 11:24:03","","","","",,,,,1,1.00,1,1,1,"… technology such as augmented reality (AR), virtual reality (VR), and mixed reality (MR) as a … Online articles and publications were used to identify storytelling using reality technologies …","","https://scholar.google.com/scholar?q=related:6JplXjzEyfUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"I Zhurakovskaia, J Vézien, C de Hosson…","Immersive Serious Games for Learning Physics Concepts: The Case of Density",2021,"… Reality and Mixed Reality …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-90739-6_12","https://scholar.google.com/scholar?cites=6795653673806555033&as_sdt=2005&sciodt=0,5&hl=en",196,"2023-12-13 11:24:03","","10.1007/978-3-030-90739-6_12","","",,,,,1,0.50,0,4,2,"Training students in basic concepts of physics, such as the ones related to mass, volume, or density, is much more complicated than just stating the underlying definitions and laws. One …","","https://scholar.google.com/scholar?q=related:mWfR6wIDT14J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"M Clark, MW Newman, P Dutta","Introspecting network behavior with mixed reality",2022,"Proceedings of the 28th Annual …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3495243.3558251","",43,"2023-12-13 11:24:03","","10.1145/3495243.3558251","","",,,,,0,0.00,0,3,1,"… Mixed reality allows users to see network … mixed reality network introspection, and implement a prototype called XRShark, a network visualizer with augmented reality and virtual reality …","https://dl.acm.org/doi/pdf/10.1145/3495243.3558251","https://scholar.google.com/scholar?q=related:HAgILpQT7sMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"BR Jennewine, TJ Brolin","Emerging Technologies in Shoulder Arthroplasty: Navigation, Mixed Reality, and Preoperative Planning",2023,"Orthopedic Clinics","orthopedic.theclinics.com","https://www.orthopedic.theclinics.com/article/S0030-5898(22)00175-4/abstract","",67,"2023-12-13 11:24:03","","","","",,,,,0,0.00,0,2,1,"Background Preoperative planning is becoming an increasingly studied and utilized trend in order to better understand glenohumeral parameters and accurately execute a shoulder …","https://www.binasss.sa.cr/may23/50.pdf","https://scholar.google.com/scholar?q=related:mQcdiqsCaqcJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"T Piumsomboon, Y Lee…","Supernatural enhancements of perception, interaction, and collaboration in mixed reality",2023,"Frontiers in Virtual Reality","frontiersin.org","https://www.frontiersin.org/articles/10.3389/frvir.2023.1132921/full","",70,"2023-12-13 11:24:03","HTML","10.3389/frvir.2023.1132921","","",,,,,0,0.00,0,3,1,"Immersive technologies promise an unprecedented transformation of a global society by spatially interfacing humans with the digital domain. Mixed reality (MR) enables us to merge the …","https://www.frontiersin.org/articles/10.3389/frvir.2023.1132921/full","https://scholar.google.com/scholar?q=related:pRFBptCqYcsJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"WJ DeSantis, MAB Delcourt, BM Shore…","Impact of Data-Driven Feedback and Coaching on Preservice Teachers' Questioning Skills for Higher-Order Thinking within a Mixed-Reality Simulation …",2023,"Education …","mdpi.com","https://www.mdpi.com/2227-7102/13/6/596","",71,"2023-12-13 11:24:03","HTML","","","",,,,,0,0.00,0,4,1,"… The mixed-reality simulation system used in the current study was Mursion ® . This platform … The mixed-reality classroom contains five simulated students, each with their own ethnicity, …","https://www.mdpi.com/2227-7102/13/6/596","https://scholar.google.com/scholar?q=related:AMjDDz8jnb0J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"N Xin, X Wu, Z Chen, R Wei, Y Saito…","A new preoperative localization of pulmonary nodules guided by mixed reality: a pilot study of an animal model",2023,"Translational Lung …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9903086/","",73,"2023-12-13 11:24:03","HTML","","","",,,,,0,0.00,0,6,1,"… This study aimed to evaluate the feasibility and safety of mixed reality (MR)-guided pulmonary nodules localization, which is a new method that can benefit patients to a greater extent. …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9903086/","https://scholar.google.com/scholar?q=related:3eH18QmYaI4J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"G Grant, R Burton, E Grafton, D Della-Bosca…","Meta-patients: Using Mixed Reality Patients and an AI Framework for Simulating Life-Like Clinical Examinations",2023,"Augmented Reality and …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-27166-3_11","",83,"2023-12-13 11:24:03","","10.1007/978-3-031-27166-3_11","","",,,,,0,0.00,0,5,1,"… platform applications, including mixed reality devices. Students … of Augmented and Mixed Reality as successful platforms for the … through a mobile application and mixed reality device. …","","https://scholar.google.com/scholar?q=related:Q-EBxQtuGu0J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"P Chiacchiaretta, MG Perrucci, M Caulo…","Correction: A Dedicated Tool for Presurgical Mapping of Brain Tumors and Mixed‐Reality Navigation During Neurosurgery",2023,"Journal of Digital …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10039159/","",85,"2023-12-13 11:24:03","","10.1007/s10278-022-00750-4","","",,,,,0,0.00,0,4,1,"… Augmented reality visualization for guidance in neurovascular surgery. Stud Health Technol Inform 2012;173:225–229. … Augmented reality in neurovascular surgery …","https://link.springer.com/content/pdf/10.1007/s10278-022-00750-4.pdf","https://scholar.google.com/scholar?q=related:NKHklJonL-EJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"F Agnello, L Barrale, V Garofalo…","FROM PERSPECTIVE RESTITUTION TO MIXED REALITY RECONSTRUCTION OF SAN NICOLÒ DEI CARMELITANI CHURCH IN PALERMO",2023,"… Archives of the …","isprs-archives.copernicus.org","https://isprs-archives.copernicus.org/articles/XLVIII-M-2-2023/43/2023/","",90,"2023-12-13 11:24:03","","","","",,,,,0,0.00,0,4,1,"Digital surveying and representation tools are widely used for the virtual reconstruction of historic buildings that have vanished or have been transformed. When changes or destructions …","https://isprs-archives.copernicus.org/articles/XLVIII-M-2-2023/43/2023/isprs-archives-XLVIII-M-2-2023-43-2023.pdf","https://scholar.google.com/scholar?q=related:YGCMaz4DQcMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"M Jha, B Banerjee","PWR-Align: Leveraging Part-Whole Relationships for Part-wise Rigid Point Cloud Registration in Mixed Reality Applications",2023,"arXiv preprint arXiv:2306.06717","arxiv.org","https://arxiv.org/abs/2306.06717","",99,"2023-12-13 11:24:03","","","","",,,,,0,0.00,0,2,1,"… Point Cloud Registration (PCR) is an important problem in Augmented and Mixed Reality use cases, and we present a study for a special class of non-rigid transformations. Many …","https://arxiv.org/pdf/2306.06717","https://scholar.google.com/scholar?q=related:t67jGoZ12vQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"S Kim, D Lee, J Park, M Song, Y Jung","Codeless Content Creator System: Anyone Can Make Their Own Mixed Reality Content Without Relying on Software Developer Tools",2022,"SIGGRAPH Asia 2022 Posters","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3550082.3564194","",104,"2023-12-13 11:24:03","","10.1145/3550082.3564194","","",,,,,0,0.00,0,5,1,"… Mixed Reality (MR) techniques begin to penetrate our daily life. Due to the features of MR techniques to seamlessly intermix a user’s real environment with useful virtual contents in a …","https://dl.acm.org/doi/pdf/10.1145/3550082.3564194","https://scholar.google.com/scholar?q=related:EA2rjXx2yIEJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"Y Fu, C Wang","Fitness Space Design Based on Mixed Reality Technology Research",2022,"… Conference on Data Analytics, Computing and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9974095/","",106,"2023-12-13 11:24:03","","","","",,,,,0,0.00,0,2,1,"… reality has already changed the way people interact with products, and it is predictable that mixed reality … Therefore, the application of mixed reality technology to fitness has important …","https://ieeexplore.ieee.org/iel7/9973806/9973442/09974095.pdf","https://scholar.google.com/scholar?q=related:4AoEjNXC2-UJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"P Saeghe","How To Identify Questionnaires For Mixed Reality Applications",2021,"34th British HCI Workshop and Doctoral Consortium","scienceopen.com","https://www.scienceopen.com/hosted-document?doi=10.14236/ewic/HCI2021-W2.5","",108,"2023-12-13 11:24:03","","10.14236/ewic/HCI2021-W2.5","","",,,,,0,0.00,0,1,2,"After decades of mixed reality (MR) research, researchers’ choice of MR-related questionnaires remains limited. A majority of questionnaires used by the community were originally …","https://www.scienceopen.com/document_file/95555a01-3c84-4b66-8760-7a1746618272/ScienceOpen/W2.5-Saeghe.pdf","https://scholar.google.com/scholar?q=related:qdYtSu4WsIwJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"D Siegele, P Penna, M Riedl","Visualizing Building Energy Measurement Data in Mixed Reality Applying BIM",2021,"Augmented Reality, Virtual Reality, and …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-87595-4_18","",110,"2023-12-13 11:24:03","","10.1007/978-3-030-87595-4_18","","",,,,,0,0.00,0,3,2,"… Building energy management system based on mixed reality for intuitive interface. In: 2019 2nd International Conference on Electronics Technology, ICET 2019, pp. 483–486. …","","https://scholar.google.com/scholar?q=related:fLS62CkUzY8J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"I Argui, M Guériau, S Ainouz-Zemouche","Towards a Mixed-Reality framework for autonomous driving",2022,"ROS 2022-13th Workshop on …","hal.science","https://hal.science/hal-03841285/","",111,"2023-12-13 11:24:03","","","","",,,,,0,0.00,0,3,1,"… Recently, Mixed-Reality simulations have been explored to tackle … -reality display, the book is augmented with virtual elements, allowing the users to view a shared Mixed Reality object. …","https://hal.science/hal-03841285/document","https://scholar.google.com/scholar?q=related:X4akX7ReB7gJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
0,"D Clark, G Sorwar, F Naumann, D Newman, C Aggar…","Acceptance and Continuance Usage Intention of Mixed Reality for Australian Healthcare Interprofessional Education",2022,"","aisel.aisnet.org","https://aisel.aisnet.org/acis2022/98/","",112,"2023-12-13 11:24:03","","","","",,,,,0,0.00,0,6,1,"… Specifically, Mixed Reality (MR) is evolving to perform an integral … As mixed reality systems improve and become more … Research has demonstrated that mixed reality helps free learning …","https://researchportal.scu.edu.au/view/pdfCoverPage?instCode=61SCU_INST&filePid=13105929200002368&download=true","https://scholar.google.com/scholar?q=related:LjNb8WApl4UJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
